Yorum,Puan,Tarih,Durum
güzel sevdim,5,2016-12-25 11:33:14,1
arkadaslar uygulama turkcellilerin kolayligidir uygulamaya kufur edecek olursa gercekten turkceli biraksin ayricaligi hangi tarife yapti ister dk ister sms ister gb sansina gelirse razi olmalisin cunku razi olmayacagin uygulamayi indirmeyeceksiniz zaman,5,2016-12-25 11:32:49,1
wonderfull,5,2016-12-25 11:32:21,1
süperrrrrrrrrrrrr,5,2016-12-25 11:26:54,1
mükemmel,5,2016-12-25 11:23:08,1
superr,5,2016-12-25 11:07:58,1
muhteşem ilk sallamada gb internet,5,2016-12-25 11:07:50,1
cok güzei,5,2016-12-25 11:05:00,1
adil,2,2016-12-25 10:43:36,0
yukleyenin anasini,1,2016-12-25 10:42:24,0
guzel,2,2016-12-25 10:39:18,0
harika mükebel fıstık val laha,5,2016-12-25 10:27:57,1
numara yildiz,5,2016-12-25 10:10:40,1
süper,5,2016-12-25 10:04:11,1
guzel,5,2016-12-25 09:50:27,1
cok güzel bir uygulama buna cok sevindim tşk,5,2016-12-25 09:29:17,1
normal ekranı açmayı engellemenin mantığı nedir ben senin dediğin an dediğin güncellemeyi yapmak zorunda değilim,1,2016-12-25 07:59:09,0
teşekkürler türkcell,5,2016-12-25 07:52:05,1
güzel hesap,5,2016-12-25 07:28:03,1
bence güzel arkadasima sinirsin kontur geldi,5,2016-12-25 04:55:24,1
arkadas telefona format attim tekrar turkcel hesabimi indrdim uzgunuz birdaki hftaya tekrar dene dyo hafta gcti birsey yok verdim usste gozuksun,1,2016-12-25 03:49:53,0
süper olmuş,5,2016-12-25 02:47:08,1
bedava seyi bulmussun fazlasini istiyon bana gb cikti gb kaldi nerdeyse yarinda bitiyo djdinemd,5,2016-12-25 02:31:44,1
merhaba,4,2016-12-25 01:01:24,1
kötü eposta oluşturdum şifre oluşturdum yinede hata veriyor bunu yaptım yinede hata veriyor lütfen düzeltirmisiniz turkcell,1,2016-12-25 00:42:35,0
guzel internet olmadan giris olmuyo bayildim,5,2016-12-25 00:27:54,1
cilt,2,2016-12-25 00:16:46,0
berbat uygulama şifre istiyor,1,2016-12-25 00:04:29,0
bokkk desem yalan,5,2016-12-24 23:52:50,1
güzel,5,2016-12-24 23:50:35,1
güzel yapmışlar,5,2016-12-24 23:48:19,1
iyi güzel,5,2016-12-24 23:44:17,1
güzel,5,2016-12-24 23:38:43,1
torununun annesinden var,5,2016-12-24 23:38:31,1
uygunluk yıldız,4,2016-12-24 23:37:57,1
offgg,5,2016-12-24 23:24:48,1
türkcell uygulamayı tanıtmak uygulamayı abonelerinin telefonuna yerleştirmek uygulamaya bağlı hediyeler sundu işe yaradı herkes uygulamayı kurdu işlemlerinizi ordan yaparsınız artık müşteri temsilcisini aramayın kampanya süresi ayla sınırlıydı amaç sadece uygulamanın indirimesini sağlamaktı ayda yetti iyi özetledim demi,2,2016-12-24 23:19:11,0
karmaşık,2,2016-12-24 23:04:12,0
iki hattım var kontörlü diğeri hatlı iki hata tek telefon kullanıyorum yanlız telefonum çift simli turcell hesabımda sadece faturalı olanı görüyorum diğer kontörlü ye geçiş yapamıyorum geliştirilmesi lazım tek dokunuşla iki sim hattıma ulaşmak mümkün olsun yüzden şimdilik yeter,2,2016-12-24 23:03:27,0
harika bi uygulama salla kazan süresi bitmesin,5,2016-12-24 22:59:58,1
turkcell kendini cok geliştirdi hafta bir paketimiz oluyor azı yetiniyorum çoğu cok mutlu oluyorum benim telefonum iyi bir telefon değil şekilde girip çıkabiliyorum hatta arkadaşlarıminda hesabına giriyorum sadece den sifre istemek yeterli oluyor harikasiniz turkcell ailesi,5,2016-12-24 22:54:45,1
turkcell,4,2016-12-24 22:45:56,1
yoq,5,2016-12-24 22:32:24,1
tamam,1,2016-12-24 22:29:45,0
bence turkcell kendi sitesinden indirmek yaptırdın bea inmiyor,1,2016-12-24 22:09:13,0
harika,5,2016-12-24 22:00:16,1
güzel olmuş uygulama,4,2016-12-24 21:55:17,1
ulaşılamıyor,1,2016-12-24 21:52:26,0
güzel,5,2016-12-24 21:46:31,1
giriş yapilmiyor,1,2016-12-24 21:42:43,0
salla kazan guzel emeginize saglik,5,2016-12-24 21:36:12,1
yeni indirdim ilk hediyem gb internet oldu size teşekkür ederim turkcell,5,2016-12-24 21:35:57,1
gerçek guzellik,5,2016-12-24 21:33:31,1
güzel,5,2016-12-24 21:31:17,1
bi gb vermediniz be,1,2016-12-24 21:25:14,0
indirirsem begencem,2,2016-12-24 21:16:38,0
salla kazan sayesinde google playi siktiniz hll,5,2016-12-24 21:11:31,1
beleş internet sala kazan sen dene,5,2016-12-24 21:08:52,1
cok yardım oluyor,5,2016-12-24 20:59:14,1
güzel,4,2016-12-24 20:53:56,1
laylomlaylom,5,2016-12-24 20:37:48,1
mükemmel,5,2016-12-24 20:32:27,1
sarı kutuya teşekkürler sarı kutu sayesinde vialand alana bedava kaöpanyasından tema park bileti aldım teşekkürler turkcell,5,2016-12-24 20:30:11,1
konuşma gelmedi bana,1,2016-12-24 20:27:00,0
cok guzel bence herkese tavsiye bana gb ge,5,2016-12-24 20:26:01,1
güzel,2,2016-12-24 20:20:15,0
babama yükledim direk bağlandı benim telefona yükledim kurman gerekiyormuş kuruyom girmiyoda,1,2016-12-24 20:11:28,0
muhteşem,5,2016-12-24 20:02:15,1
güzel,5,2016-12-24 19:59:04,1
coooooook guzel,5,2016-12-24 19:58:42,1
bana gb verdi,4,2016-12-24 19:54:20,1
cok hosuma gitti di,5,2016-12-24 19:50:03,1
gayet guzel,5,2016-12-24 19:42:44,1
kampanya süper oyun izliyorum yine dede iyi saol,5,2016-12-24 19:33:56,1
kayıt olmaya çalışıyorum e posta kabul etmiyo böyle oluyo,1,2016-12-24 19:32:59,0
cok güzel bir uygulama,5,2016-12-24 19:25:37,1
kaç kere telefon numarasını girdim yanlış diyor bi yardım edin lütfen,1,2016-12-24 19:25:06,0
kendi verdiği şifreyi kabul etmiyorveya şifre vermiyor,1,2016-12-24 19:25:02,0
evet,5,2016-12-24 19:24:51,1
bunlar yalan atiyor telefonlari surumu azd yalanlari atiyorlar,5,2016-12-24 19:21:45,1
cok guzel olmus,5,2016-12-24 19:20:13,1
mükemmel,5,2016-12-24 19:14:03,1
g ms,1,2016-12-24 19:04:40,0
güzel,5,2016-12-24 18:48:27,1
arkadaşlar mükemmel bir uygulama indirin pişman olmasinz,5,2016-12-24 18:47:20,1
iyi,5,2016-12-24 18:33:42,1
bedava internet veriyorlar,5,2016-12-24 18:29:05,1
iyi,5,2016-12-24 18:14:16,1
bagıldım güzel,5,2016-12-24 18:07:25,1
cok cok guzel,5,2016-12-24 18:01:42,1
yok,5,2016-12-24 17:49:14,1
açık zamaninda dk sms veriyor,5,2016-12-24 17:31:37,1
cooooook iyi,5,2016-12-24 17:30:54,1
abicim yapıyor mi,5,2016-12-24 17:27:39,1
,5,2016-12-24 17:25:21,1
salllllllllllaaaaaa kaaaazzzzaaaaaan,5,2016-12-24 17:16:47,1
elinize sağlık herkese tavsiye ederim,4,2016-12-24 17:08:43,1
hata diyor başka bisey demiyor,1,2016-12-24 17:05:44,0
programlama öyle kurnazca yapılmış kime lazım değilse onları veriyor çekim gücün olursa olsun dürüstlükten acizsin turkcell,1,2016-12-24 16:59:06,0
güzel inşallahdır olsundu,5,2016-12-24 16:57:46,1
begendim,4,2016-12-24 16:57:21,1
güzel,5,2016-12-24 16:55:20,1
ilk turksel diğer operatorlere fark atan cok güzel bir uygulama yaptı,5,2016-12-24 16:34:07,1
iyi,5,2016-12-24 16:33:34,1
güzel uygulama yapmişlar,5,2016-12-24 16:22:20,1
tebriklerrrr,5,2016-12-24 16:09:44,1
turkcell hesabım,2,2016-12-24 16:05:43,0
güzel bir uygulama,1,2016-12-24 16:02:41,0
size yakistirmadim,5,2016-12-24 16:00:00,1
uygulama acilmio nasil bisey,5,2016-12-24 15:52:42,1
salladım kazandım,4,2016-12-24 15:26:37,1
super,5,2016-12-24 15:17:40,1
güzel uygulama,5,2016-12-24 15:12:25,1
salla kazan hrika katdes,5,2016-12-24 14:40:28,1
güzel bir uygulama bence yoktan iyidir beğenmeyenler bunada şükür,5,2016-12-24 14:38:40,1
onumara,5,2016-12-24 14:25:59,1
yok bisi yaramiyo habire giris icin e posta sifre istiyo hesap kuruyom sonra oyle bi hesap yok diyo tavsiye etmem,2,2016-12-24 14:22:44,0
superrr,5,2016-12-24 14:20:49,1
nedir hesabı silip tekrar yüledim olmuyo hatalı bir giris diyo,1,2016-12-24 14:19:12,0
olmuyo indiremefim,5,2016-12-24 14:07:16,1
cok guzel,5,2016-12-24 14:02:25,1
cohsel,5,2016-12-24 13:57:13,1
beğendim,5,2016-12-24 13:55:08,1
numara yıldız olmuş,5,2016-12-24 13:54:59,1
sala kazani reset atim ginede vermoyo buneya insanlarla alymi edoyorsunuz,5,2016-12-24 13:32:10,1
iyi,5,2016-12-24 13:20:33,1
gb şikti abi yaa,4,2016-12-24 13:18:12,1
iyi bi uygulama guzelllll,5,2016-12-24 12:45:13,1
sala kazan nerden indiriliyor,5,2016-12-24 12:43:59,1
salla kazan kampa sı muthiş,5,2016-12-24 12:41:24,1
gayet iyi bir uygulama,4,2016-12-24 12:37:05,1
iyi bir uygulama ilk kullandığımda gb çıktı,5,2016-12-24 12:32:45,1
puştlar özellikle yavaşlatıyo bide,1,2016-12-24 12:21:26,0
bed available internet,5,2016-12-24 12:07:43,1
başarılı,5,2016-12-24 12:06:55,1
öyle bi uygulama bulamazsınız tavsiye ederim,5,2016-12-24 12:01:14,1
gb net werdi süper,5,2016-12-24 12:00:50,1
turksele geçen olmuştu bedava hediye var,5,2016-12-24 11:52:03,1
on numaraa,5,2016-12-24 11:47:52,1
salla kazan oluyomu uygulamada,1,2016-12-24 11:44:21,0
süper,5,2016-12-24 11:34:26,1
merhaba ben sana bir yok bir orijinal felsefe gizlilik hakları bir var konuştu tutuklu gizlilik yükümlülüğüne bir yok bir yeni element öf,5,2016-12-24 11:15:52,1
cook kullanissiz,1,2016-12-24 11:02:24,0
bayildim,5,2016-12-24 10:57:24,1
super,5,2016-12-24 10:48:41,1
hizmetlerinizden nefret ediyorumtelrfonumu haber verde kes bari yaşinda kafini üzdünüz be pes size yeni yil hediyenizede emi,1,2016-12-24 10:43:48,0
bayildim superrrr,5,2016-12-24 10:43:33,1
hesap inmiyo,1,2016-12-24 10:32:58,0
sms cikio napiyim bunu silicem millete gb internet cikio mesaj kullanmiyorum yetkililere sesleniyorum dikkate alin lutfen acil,5,2016-12-24 10:30:01,1
beğendim,5,2016-12-24 10:12:03,1
güzel uygulama,5,2016-12-24 10:11:27,1
süper,5,2016-12-24 09:50:40,1
süperrrr,5,2016-12-24 09:44:06,1
harika bir uygulama türlü uygulama indiriyorum,5,2016-12-24 09:39:54,1
gb geldi sizde deneyin,5,2016-12-24 09:23:26,1
bana yardımcı oldu tekrardan teşekkürler salla kazan uygulamasını beğendim,5,2016-12-24 09:11:03,1
turkcell bi numara,5,2016-12-24 03:03:23,1
güzel uygulama,5,2016-12-24 02:40:28,1
güzel bayıldım,5,2016-12-24 02:11:19,1
cok guzel bi uygulama,5,2016-12-24 02:05:57,1
,5,2016-12-24 01:36:10,1
memet,5,2016-12-24 01:23:36,1
yaa arkadaşlar sizde bulmuşsunuzda konuşuyorsunuz veriyorsa kullan tşk edeceyinize şikayet ediyorsunuz,5,2016-12-24 01:12:06,1
internet hızı düşük birde istanbul yerde beğenmedim mecbur kullanıyorum yıldız,1,2016-12-24 01:00:08,0
once google playdan yuklemeye calistim bir turlu yuklenmedi yuklenmiyor,5,2016-12-24 00:44:06,1
gogh,5,2016-12-24 00:29:18,1
can,5,2016-12-24 00:11:47,1
hediye dagitmaya baslandigindan beri giris yapamiyorum uygulamaya biran once duzeltilmesi gerekiyor islerimi halledemiyorum,1,2016-12-24 00:10:03,0
nasil bi uygulma salla kazana basinca suanda hizmet veremedigimiz icin uzgunuz sonra tekrar deneyin diyo acilmiyo kac saatdir deniyorum,1,2016-12-24 00:08:51,0
kadar dandik bir hat oldunuz hat acma kapama tl demek cok sacma adam bazen daliyor unutuyor faturayi gun gecikmeli oduyor sirf nedenle hattimi kapatma karari aldim ayrica salla kazandan ust uste sms veriyor aydir hic sms atmadım guncel kullaniyorsan onun tam aksini veriyor sms inde dakikanda senin olsun ac gozlu paragoz turkcelllllllll,1,2016-12-24 00:07:32,0
kazıkçılar sizi,1,2016-12-24 00:03:27,0
hic acilmiyo bicim birsey,2,2016-12-23 23:55:47,0
metin iş motosiklet,5,2016-12-23 23:51:52,1
yararlı operatör uygulaması,5,2016-12-23 23:32:29,1
çoh hojdır ema benane,5,2016-12-23 23:26:29,1
,5,2016-12-23 23:25:44,1
sifre numarami yazmama ragmen yanlis diyor cozum bulun,5,2016-12-23 23:12:25,1
iyi,5,2016-12-23 23:11:50,1
süper,5,2016-12-23 23:09:37,1
uygulamaya girilmiyor kaç kişi sorunu yaşiycak düzeltirmisiniz artık,2,2016-12-23 23:07:46,0
super,5,2016-12-23 22:53:03,1
salla kazan sms konuşma veriyor internet vermiyor,4,2016-12-23 22:49:22,1
süper,5,2016-12-23 22:45:10,1
haftalik paketim bitti hala salla kazan haftalik beklemek zorundasınız diyo hafta geçti,1,2016-12-23 22:44:46,0
bnce kampanya uzatilmali,5,2016-12-23 22:39:36,1
iyi uygulama beni fazla gitme dur nevi fren,4,2016-12-23 22:35:14,1
bana gb gelmese,5,2016-12-23 22:31:21,1
merhaba,5,2016-12-23 22:31:09,1
gúzel,5,2016-12-23 22:29:09,1
açılır inşalağ,2,2016-12-23 22:25:13,0
begendim cokkk,1,2016-12-23 22:25:11,0
güzel bitek gün geçerli galiba,1,2016-12-23 22:13:34,0
iyi,5,2016-12-23 22:04:51,1
cok guzel,5,2016-12-23 21:59:22,1
hic biseye yaramaz haftalik dio günlük paket verio bir gün sonra bitio sonra birdaha sallamak icin gün bekliosun,1,2016-12-23 21:57:07,0
supersupersuper,5,2016-12-23 21:56:53,1
uygulama güzel dk veriyo sms,4,2016-12-23 21:44:47,1
giriş yap diyo giris yapıyorum diyoki yanlis girdiniz diyo herşeye bakıyorum doğru kısaca iğrenç bi uygulama yardimmm istiyorum,1,2016-12-23 21:44:39,0
mutlaka indirin son zamanların iyisi,5,2016-12-23 21:33:38,1
baya guzel bitmeden yararlann bence,5,2016-12-23 21:30:56,1
mükemmel,5,2016-12-23 21:26:06,1
harika,5,2016-12-23 21:19:13,1
super,5,2016-12-23 21:15:49,1
güzel uygulama,5,2016-12-23 21:14:14,1
tabletlre oluyomu,4,2016-12-23 21:07:17,1
arkadaşlar beni anneminki afyon salla kazan iyi,5,2016-12-23 21:03:20,1
bana gb geldi şimdi,5,2016-12-23 20:51:40,1
güzel,5,2016-12-23 20:50:48,1
iyi,5,2016-12-23 20:39:04,1
bayildim,5,2016-12-23 20:38:46,1
girdiğimde şifreniz yanlış diyor turkcell yaptığın uygulamaya tinermi koklattin,1,2016-12-23 20:37:20,0
indirin,5,2016-12-23 20:34:05,1
turcell hesabımi açamıyorum hesabıma giriş yaparken şuanda hata oluştu diyor üzgünüz şuan yardım veremiyoruz diyor lütfen sorunun acilen çözülmesini istiyorum allah düzeltin şunu,5,2016-12-23 20:33:23,1
cok kotu,5,2016-12-23 20:14:53,1
saçma kere yaptım yapamıyorum hafta geçti,1,2016-12-23 20:14:37,0
beni yaşattı yapanın ellerine sağlık,5,2016-12-23 20:10:13,1
mükemmel,5,2016-12-23 20:08:03,1
super dayeni indiriyommlt,5,2016-12-23 20:06:11,1
begendim,4,2016-12-23 20:05:06,1
iyii,5,2016-12-23 20:03:41,1
iyi beğendim beş yıldız olsa gene verrirdim,5,2016-12-23 20:01:54,1
teşekkürler,5,2016-12-23 19:54:55,1
türkcell candır,5,2016-12-23 19:51:32,1
iyi,5,2016-12-23 19:50:20,1
iy,5,2016-12-23 19:41:35,1
internet paketi geldiğinde para kesiliyor,2,2016-12-23 19:38:54,0
güzel kese tavsiye ederim,5,2016-12-23 19:36:15,1
mükemmel uygulama,5,2016-12-23 19:34:06,1
güzel,5,2016-12-23 19:32:47,1
süperstar,5,2016-12-23 19:22:19,1
iyi bir uygulama,5,2016-12-23 19:16:34,1
ag balantisi yok,1,2016-12-23 19:11:59,0
beğendim,5,2016-12-23 19:10:25,1
cok iyi bir uygulama,5,2016-12-23 18:59:56,1
ilk yüklediğimizde tek kontör veriyonuz,4,2016-12-23 18:58:35,1
harıka,5,2016-12-23 18:57:44,1
arkadaşlar paralı ayda lira filan diyo,5,2016-12-23 18:55:26,1
salla kazan bikere deniye bildim cumartesi pazar günleri oluyor,4,2016-12-23 18:51:51,1
guzel bir uygulama gerçekten,5,2016-12-23 18:31:18,1
merhaba aytekin bir degil ben seni seviyorum,5,2016-12-23 18:29:35,1
yaptığımda yada gb internet gelio,5,2016-12-23 18:29:26,1
bayıldım,5,2016-12-23 18:28:45,1
harika bir uygulama sala kazanı deneyin,5,2016-12-23 18:27:00,1
güzel,1,2016-12-23 18:20:39,0
iyi,4,2016-12-23 18:16:06,1
indiremedim,5,2016-12-23 18:14:01,1
keşke vodafone olsa,1,2016-12-23 18:05:46,0
müthiş bir uygulama salla kazan kampanyası nda internet fazla gelsin gb internet bana yetmiyor,5,2016-12-23 17:58:13,1
tamam ben,5,2016-12-23 17:56:42,1
kullanımında günlük oluyo günde bitiyo haftalıkmış hafta hiçbir yükleyemiyorum,4,2016-12-23 17:45:11,1
şimdi kere denemisimdir yok diyor gmail adresi yanlış abi salla kazan yapicam içine edildi,2,2016-12-23 17:43:49,0
turkcell hesabım bloke oldu düzeltebilirim cevap yazarsaniz sevinirim,2,2016-12-23 17:34:58,0
enver mirdesoglu,5,2016-12-23 17:09:24,1
açılmıyor cikin,1,2016-12-23 16:47:33,0
bi türlü hesap acamadım,5,2016-12-23 16:17:16,1
salla kazan reklam yapıyorlar sallıyorsun kafaya göre zaten tanesini bile kullanmadığım sms e tane ekliyorlarfaturayı ay tl fazla kesinde kullanmadığım sms lerle birlikte benim size hediyem olsunsallanmaniza gerek yok,1,2016-12-23 16:10:52,0
bek işime yaramadi,4,2016-12-23 15:55:30,1
başarılar dilerim,5,2016-12-23 15:34:59,1
turkcell kaliteniz tartişilmaz,5,2016-12-23 15:00:59,1
uygulama mecburiyeti böyle sistemin içine edeyim,1,2016-12-23 14:59:59,0
cok begendim uygalamayı,5,2016-12-23 14:46:32,1
sifremi untugumda acilmiyoo,1,2016-12-23 14:40:52,0
süper,5,2016-12-23 14:34:46,1
annemi aricam bi saat konuscam ozledim annemi,5,2016-12-23 14:21:48,1
,2,2016-12-23 13:47:28,0
zor,1,2016-12-23 13:25:58,0
cok iyi ayol,5,2016-12-23 13:01:20,1
cok vegendim allaha emanet,1,2016-12-23 12:50:47,0
ben memnunum bakiyeme bakabiliyorum ona göre kullanıyorum paketimi salla kazanda sadece internet geliyo olsun güzel,5,2016-12-23 12:36:05,1
güzel beğendim,5,2016-12-23 12:33:36,1
herkese tafsiyem,5,2016-12-23 12:32:58,1
super,4,2016-12-23 12:19:35,1
güzel olmus,4,2016-12-23 12:01:41,1
iyi,5,2016-12-23 11:45:19,1
yüklenmesi yavaş,1,2016-12-23 11:44:36,0
teşekkür,5,2016-12-23 11:20:23,1
devam,5,2016-12-23 11:16:33,1
muhtesem,5,2016-12-23 10:08:53,1
salla kazan güzel,5,2016-12-23 09:46:08,1
süper,5,2016-12-23 09:39:46,1
cok guzel supersin turkcell,5,2016-12-23 08:24:05,1
iyi,5,2016-12-23 04:43:37,1
internet ağırlıklı kullandığım tarifem dk sms zaten var salla kazan kampanyasında tesadüf olmayacak şekilde haftalardır dk yada sms geliyor olsa kullanmıyorum böylece hediye olarakta kabul etmiyoruminternet hediyesi asla gelmiyor kuzenim facebook dahi kullanmıyor ancak gb hediyene enteresan değil mi tesadüf desek,1,2016-12-23 04:15:45,0
super hizmet,5,2016-12-23 03:24:19,1
onnumara birser kulanmasını isterim,5,2016-12-23 01:42:35,1
güzel bir uygulama internet haricinde kullanmıyorum internet gelse memnun olurum,5,2016-12-23 01:36:42,1
beyendim,1,2016-12-23 01:05:11,0
bana şimdi ye kadar gb bin dk bin sms geldi,5,2016-12-23 00:45:31,1
begendim,5,2016-12-23 00:30:14,1
umarim pisman olmam,5,2016-12-23 00:22:51,1
ben salla kazan yapiyorum su anda hizmet veremediğimiz üzgünüz bisi çıktı lan salla kazan yapıyorum olmuyo dalga mi geçiyorsunuz,1,2016-12-22 23:44:00,0
good,5,2016-12-22 23:39:05,1
sucuk,5,2016-12-22 23:26:17,1
bence gayet güzel dk geldi iki sonra gb internet,5,2016-12-22 23:23:35,1
iç bitmesin güzel ep böyle kalsın,5,2016-12-22 23:05:26,1
kazım olmayan sms vermek nedir çağda internet konuşma lazım yada ikisi,1,2016-12-22 22:58:47,0
güzel,5,2016-12-22 22:49:32,1
teşekkürler turkceel,5,2016-12-22 22:34:09,1
gercekten harikas,5,2016-12-22 22:32:15,1
bırakırım arada hızlı bir şekilde devam ediyor,5,2016-12-22 22:18:31,1
ben internet cok kulanam biriyim sala kampanyasindan bana daka sms geldi,5,2016-12-22 22:18:00,1
yesssss beleşşşş,5,2016-12-22 22:15:52,1
iyi,4,2016-12-22 22:09:59,1
güzel bir uygulama,5,2016-12-22 22:04:28,1
memnunum turkcelli olmak tan memnunum,5,2016-12-22 22:03:53,1
telefona reset attım şimdi tekrar hesabım uygulaması yüklenmiyor,1,2016-12-22 22:03:34,0
tek kelimeyle harika keşke bitmese,1,2016-12-22 21:58:32,0
,5,2016-12-22 21:56:01,1
güzel güzel,5,2016-12-22 21:51:26,1
açılmıyor denedim yine açılmıyor turkcell cevap ver ulaa,2,2016-12-22 21:50:40,0
yeter yaa turkcell hesabim yok yeni kurmak istedim kurdum giris yaparken hata diyor boyle iyiki hediye internet dakka sms falan veriyorsunuz onuda vermemek icin elinizden geleni yapiyorsunuz yaa dalgami geciyorsunuz,1,2016-12-22 21:46:45,0
kalite işte,5,2016-12-22 21:38:58,1
ben kullanamiyirum dk kazandim yok kullanamiyorum,1,2016-12-22 21:19:17,0
giriss yapimoyorr duzeltilsinn,1,2016-12-22 21:12:06,0
güzel,5,2016-12-22 21:09:04,1
harika herşey tek dokunuş,5,2016-12-22 21:06:08,1
ben telefonu salladım sms geldi,5,2016-12-22 20:57:38,1
herkes in iniyor benim inmiyor güzel uygulama,4,2016-12-22 20:48:27,1
alla alla,5,2016-12-22 20:48:23,1
celocandır,5,2016-12-22 20:44:28,1
güzel,5,2016-12-22 20:34:46,1
eh indiriyor bakacağız artk,4,2016-12-22 20:30:04,1
güzel olmuş,5,2016-12-22 20:22:26,1
güzel,4,2016-12-22 20:12:21,1
turkcell hediye bir kerede internet çıksa güzel olacak,5,2016-12-22 20:08:27,1
super,5,2016-12-22 20:08:24,1
bayildim guzel,5,2016-12-22 20:02:53,1
yüklenmiyor,5,2016-12-22 19:57:27,1
superr devamini bekliyoruz,5,2016-12-22 19:56:41,1
bence harika bana dk geldi,5,2016-12-22 19:52:10,1
yüklenmiyo hata veriyo telefonumun hafızası olduğu halde,1,2016-12-22 19:38:48,0
salla,1,2016-12-22 19:28:03,0
gb nedir yaa ben gb sms istemiyorum dakika istiyorum dakika gb tı isteyenlere verin allah rızası haftadir gb falan gönderiyorsunuz yeterrr,1,2016-12-22 19:25:45,0
superrrrr,5,2016-12-22 19:23:22,1
iyi dır iyi,5,2016-12-22 19:06:14,1
günahım neydi allahım,5,2016-12-22 19:01:08,1
mükemmel,2,2016-12-22 18:53:40,0
